Home Team Name, Outcome, Home Team Goals, Away Team Goals, Goal Diff, X1, X2, Away Team Name, Location, Date
Portugal,won,11,6,+5,-,-,Tunisia,Tunis,7 Dec 1996
South Africa,won,13,12,+1,10,3,France,Parc des Princes,7 Dec 1996
France,lost,12,13,-1,3,10,South Africa,Parc des Princes,7 Dec 1996
Tunisia,lost,6,11,-5,-,-,Portugal,Tunis,7 Dec 1996
Spain,won,77,0,+77,-,-,Belgium,Madrid,8 Dec 1996
Belgium,lost,0,77,-77,-,-,Spain,Madrid,8 Dec 1996
Scotland,won,29,22,+7,8,12,Italy,Murrayfield,14 Dec 1996
Italy,lost,22,29,-7,12,8,Scotland,Murrayfield,14 Dec 1996
England,won,20,18,+2,9,9,Argentina,Twickenham,14 Dec 1996
Argentina,lost,18,20,-2,9,9,England,Twickenham,14 Dec 1996
South Africa,won,37,20,+17,23,12,Wales,Cardiff,15 Dec 1996
Wales,lost,20,37,-17,12,23,South Africa,Cardiff,15 Dec 1996
Italy,won,37,29,+8,17,18,Ireland,Lansdowne Road,4 Jan 1997
Ireland,lost,29,37,-8,18,17,Italy,Lansdowne Road,4 Jan 1997
Wales,won,34,14,+20,17,9,USA,Cardiff,11 Jan 1997
United States of America,lost,14,34,-20,9,17,Wales,Cardiff,11 Jan 1997
France,won,32,15,+17,12,12,Ireland,Lansdowne Road,18 Jan 1997
Wales,won,34,19,+15,10,13,Scotland,Murrayfield,18 Jan 1997
Ireland,lost,15,32,-17,12,12,France,Lansdowne Road,18 Jan 1997
Scotland,lost,19,34,-15,13,10,Wales,Murrayfield,18 Jan 1997
Thailand,won,16,11,+5,10,5,Singapore,Singapore,1 Feb 1997
Singapore,lost,11,16,-5,5,10,Thailand,Singapore,1 Feb 1997
England,won,41,13,+28,16,10,Scotland,Twickenham,1 Feb 1997
Ireland,won,26,25,+1,20,10,Wales,Cardiff,1 Feb 1997
Scotland,lost,13,41,-28,10,16,England,Twickenham,1 Feb 1997
Wales,lost,25,26,-1,10,20,Ireland,Cardiff,1 Feb 1997
Papua New Guinea,won,92,6,+86,-,-,Tahiti,Port Moresby,8 Feb 1997
Tahiti,lost,6,92,-86,-,-,PNG,Port Moresby,8 Feb 1997
Sri Lanka,won,20,15,+5,-,-,Thailand,Bangkok,15 Feb 1997
Thailand,lost,15,20,-5,-,-,Sri Lanka,Bangkok,15 Feb 1997
France,won,27,22,+5,20,10,Wales,Parc des Princes,15 Feb 1997
Wales,lost,22,27,-5,10,20,France,Parc des Princes,15 Feb 1997
England,won,46,6,+40,11,6,Ireland,Lansdowne Road,15 Feb 1997
Ireland,lost,6,46,-40,6,11,England,Lansdowne Road,15 Feb 1997
Cook Islands,won,40,0,+40,19,0,Tahiti,Papetee,20 Feb 1997
Tahiti,lost,0,40,-40,0,19,Cook Islands,Papetee,20 Feb 1997
Serbia and Montenegro,won,8,0,+8,3,0,Switzerland,Pancevo,1 Mar 1997
Switzerland,lost,0,8,-8,0,3,Serbia & Mon,Pancevo,1 Mar 1997
France,won,23,20,+3,6,14,England,Twickenham,1 Mar 1997
Scotland,won,38,10,+28,7,7,Ireland,Murrayfield,1 Mar 1997
England,lost,20,23,-3,14,6,France,Twickenham,1 Mar 1997
Ireland,lost,10,38,-28,7,7,Scotland,Murrayfield,1 Mar 1997
Andorra,won,30,16,+14,16,3,Luxembourg,Luxembourg City,15 Mar 1997
France,won,47,20,+27,26,13,Scotland,Parc des Princes,15 Mar 1997
Luxembourg,lost,16,30,-14,3,16,Andorra,Luxembourg City,15 Mar 1997
Scotland,lost,20,47,-27,13,26,France,Parc des Princes,15 Mar 1997
England,won,34,13,+21,6,3,Wales,Cardiff,15 Mar 1997
Wales,lost,13,34,-21,3,6,England,Cardiff,15 Mar 1997
Italy,won,40,32,+8,20,13,France,Grenoble,22 Mar 1997
France,lost,32,40,-8,13,20,Italy,Grenoble,22 Mar 1997
Bermuda,won,24,3,+21,-,-,Bahamas,Nassau,22 Mar 1997
Bahamas,lost,3,24,-21,-,-,Bermuda,Nassau,22 Mar 1997
Sri Lanka,won,18,15,+3,-,-,Singapore,Kuala Lumpur,30 Mar 1997
Singapore,lost,15,18,-3,-,-,Sri Lanka,Kuala Lumpur,30 Mar 1997
Czechia,won,39,32,+7,26,5,Poland,Olomouc,4 Apr 1997
Poland,lost,32,39,-7,5,26,Czech Rep,Olomouc,4 Apr 1997
Monaco,won,23,17,+6,-,-,Slovenia,Saint-Laurent-du-Var,5 Apr 1997
Slovenia,lost,17,23,-6,-,-,Monaco,Saint-Laurent-du-Var,5 Apr 1997
Bahamas,won,37,23,+14,22,6,Barbados,Bridgetown,5 Apr 1997
Barbados,lost,23,37,-14,6,22,Bahamas,Bridgetown,5 Apr 1997
Arabian Gulf,won,53,13,+40,22,3,Botswana,Manama,18 Apr 1997
Botswana,lost,13,53,-40,3,22,Arabian Gulf,Manama,18 Apr 1997
Czechia,won,19,18,+1,16,3,Netherlands,Prague,19 Apr 1997
Sweden,won,48,5,+43,-,-,Luxembourg,Karlskrona,19 Apr 1997
Luxembourg,lost,5,48,-43,-,-,Sweden,Karlskrona,19 Apr 1997
Netherlands,lost,18,19,-1,3,16,Czech Rep,Prague,19 Apr 1997
Portugal,won,21,17,+4,10,8,Georgia,Lisbon,19 Apr 1997
Georgia,lost,17,21,-4,8,10,Portugal,Lisbon,19 Apr 1997
Bermuda,won,52,3,+49,-,-,Barbados,Hamilton,19 Apr 1997
Barbados,lost,3,52,-49,-,-,Bermuda,Hamilton,19 Apr 1997
Germany,won,13,8,+5,-,-,Denmark,Aalborg,20 Apr 1997
Morocco,won,14,9,+5,-,-,Belgium,Brussels,20 Apr 1997
Spain,won,44,10,+34,-,-,Poland,Madrid,20 Apr 1997
Belgium,lost,9,14,-5,-,-,Morocco,Brussels,20 Apr 1997
Denmark,lost,8,13,-5,-,-,Germany,Aalborg,20 Apr 1997
Poland,lost,10,44,-34,-,-,Spain,Madrid,20 Apr 1997
Russia,won,30,25,+5,-,-,Tunisia,Tunis,20 Apr 1997
Tunisia,lost,25,30,-5,-,-,Russia,Tunis,20 Apr 1997
Arabian Gulf,won,44,30,+14,-,-,Zambia,Luanshya,26 Apr 1997
Ukraine,won,36,6,+30,-,-,Austria,Vienna,26 Apr 1997
Austria,lost,6,36,-30,-,-,Ukraine,Vienna,26 Apr 1997
Zambia,lost,30,44,-14,-,-,Arabian Gulf,Luanshya,26 Apr 1997
Hong Kong,won,42,20,+22,13,6,Japan,Hong Kong,3 May 1997
Japan,lost,20,42,-22,6,13,Hong Kong,Hong Kong,3 May 1997
Moldova,won,31,7,+24,21,7,Norway,Chisinau,3 May 1997
Sweden,won,84,17,+67,-,-,Lithuania,Plunge,3 May 1997
Lithuania,lost,17,84,-67,-,-,Sweden,Plunge,3 May 1997
Norway,lost,7,31,-24,7,21,Moldova,Chisinau,3 May 1997
Latvia,won,89,0,+89,-,-,Bulgaria,Riga,10 May 1997
Bulgaria,lost,0,89,-89,-,-,Latvia,Riga,10 May 1997
Croatia,won,60,5,+55,-,-,Moldova,Split,10 May 1997
Netherlands,won,48,5,+43,-,-,Denmark,Hilversum,10 May 1997
Poland,won,29,23,+6,9,9,Georgia,Sopot,10 May 1997
Serbia and Montenegro,won,10,7,+3,0,7,Israel,Pancevo,10 May 1997
Tunisia,won,29,22,+7,-,-,Belgium,Brussels,10 May 1997
Belgium,lost,22,29,-7,-,-,Tunisia,Brussels,10 May 1997
Denmark,lost,5,48,-43,-,-,Netherlands,Hilversum,10 May 1997
Georgia,lost,23,29,-6,9,9,Poland,Sopot,10 May 1997
Israel,lost,7,10,-3,7,0,Serbia & Mon,Pancevo,10 May 1997
Moldova,lost,5,60,-55,-,-,Croatia,Split,10 May 1997
Canada,won,53,12,+41,32,7,USA,Vancouver,10 May 1997
United States of America,lost,12,53,-41,7,32,Canada,Vancouver,10 May 1997
Germany,won,14,9,+5,0,3,Czech Rep,Prague,11 May 1997
Spain,won,25,18,+7,-,-,Portugal,Madrid,11 May 1997
Czechia,lost,9,14,-5,3,0,Germany,Prague,11 May 1997
Portugal,lost,18,25,-7,-,-,Spain,Madrid,11 May 1997
Hong Kong,won,46,9,+37,24,9,USA,Hong Kong,17 May 1997
United States of America,lost,9,46,-37,9,24,Hong Kong,Hong Kong,17 May 1997
Ukraine,won,51,15,+36,27,15,Israel,Odessa,17 May 1997
Israel,lost,15,51,-36,15,27,Ukraine,Odessa,17 May 1997
Serbia and Montenegro,lost,20,59,-39,15,18,Romania U21,Timisoara,17 May 1997
Croatia,won,43,24,+19,-,-,Latvia,Makarska,17 May 1997
Tonga,won,42,13,+29,27,6,Zimbabwe,Harare,17 May 1997
Zambia,won,20,13,+7,17,3,Botswana,Jwaneng,17 May 1997
Botswana,lost,13,20,-7,3,17,Zambia,Jwaneng,17 May 1997
Latvia,lost,24,43,-19,-,-,Croatia,Makarska,17 May 1997
Zimbabwe,lost,13,42,-29,6,27,Tonga,Harare,17 May 1997
Morocco,won,20,7,+13,-,-,Russia,Settat,17 May 1997
Russia,lost,7,20,-13,-,-,Morocco,Settat,17 May 1997
Japan,won,32,31,+1,17,16,Canada,Tokyo,18 May 1997
Canada,lost,31,32,-1,16,17,Japan,Tokyo,18 May 1997
Canada,won,35,27,+8,24,3,Hong Kong,Hong Kong,24 May 1997
Hong Kong,lost,27,35,-8,3,24,Canada,Hong Kong,24 May 1997
Norway,won,22,7,+15,9,7,Bulgaria,Oslo,24 May 1997
Switzerland,won,31,3,+28,18,3,Austria,Basel,24 May 1997
Austria,lost,3,31,-28,3,18,Switzerland,Basel,24 May 1997
Bulgaria,lost,7,22,-15,7,9,Norway,Oslo,24 May 1997
Tonga,won,20,14,+6,14,11,Namibia,Windhoek,24 May 1997
Namibia,lost,14,20,-6,11,14,Tonga,Windhoek,24 May 1997
United States of America,won,20,12,+8,5,12,Japan,Osaka,25 May 1997
Japan,lost,12,20,-8,12,5,USA,Osaka,25 May 1997
Hungary,won,16,3,+13,-,-,Lithuania,Szazhalombatta,31 May 1997
Lithuania,lost,3,16,-13,-,-,Hungary,Szazhalombatta,31 May 1997
England,won,46,20,+26,17,13,Argentina,Buenos Aires,31 May 1997
Argentina,lost,20,46,-26,13,17,England,Buenos Aires,31 May 1997
France,won,51,20,+31,29,10,Romania,Bucharest,1 Jun 1997
Romania,lost,20,51,-31,10,29,France,Bucharest,1 Jun 1997
Argentina,won,33,13,+20,13,3,England,Buenos Aires,7 Jun 1997
England,lost,13,33,-20,3,13,Argentina,Buenos Aires,7 Jun 1997
United States of America,won,51,29,+22,22,22,Japan,San Francisco,7 Jun 1997
Japan,lost,29,51,-22,22,22,USA,San Francisco,7 Jun 1997
Canada,won,17,16,+1,6,10,Hong Kong,Vancouver,7 Jun 1997
Hong Kong,lost,16,17,-1,10,6,Canada,Vancouver,7 Jun 1997
South Africa,won,74,10,+64,33,3,Tonga,Cape Town,10 Jun 1997
Tonga,lost,10,74,-64,3,33,South Africa,Cape Town,10 Jun 1997
Arabian Gulf,won,12,11,+1,-,-,Tunisia,Manama,13 Jun 1997
Tunisia,lost,11,12,-1,-,-,Arabian Gulf,Manama,13 Jun 1997
New Zealand,won,71,5,+66,45,5,Fiji,North Shore City,14 Jun 1997
Fiji,lost,5,71,-66,5,45,New Zealand,North Shore City,14 Jun 1997
Andorra,won,34,5,+29,-,-,Hungary,Budapest,14 Jun 1997
Zimbabwe,won,32,26,+6,23,12,Namibia,Bulawayo,14 Jun 1997
Hungary,lost,5,34,-29,-,-,Andorra,Budapest,14 Jun 1997
Namibia,lost,26,32,-6,12,23,Zimbabwe,Bulawayo,14 Jun 1997
United States of America,won,17,14,+3,-,-,Hong Kong,San Francisco,14 Jun 1997
Hong Kong,lost,14,17,-3,-,-,USA,San Francisco,14 Jun 1997
Canada,won,42,18,+24,11,13,Japan,Vancouver,14 Jun 1997
Japan,lost,18,42,-24,13,11,Canada,Vancouver,14 Jun 1997
Zimbabwe,lost,10,55,-45,-,-,Scotland XV,Harare,17 Jun 1997
Fiji,won,20,10,+10,-,-,Tonga,Suva,21 Jun 1997
New Zealand,won,93,8,+85,46,3,Argentina,Wellington,21 Jun 1997
Argentina,lost,8,93,-85,3,46,New Zealand,Wellington,21 Jun 1997
Tonga,lost,10,20,-10,-,-,Fiji,Suva,21 Jun 1997
Australia,won,29,15,+14,6,8,France,Sydney,21 Jun 1997
France,lost,15,29,-14,8,6,Australia,Sydney,21 Jun 1997
Zimbabwe,won,52,39,+13,39,24,Italy A,Harare,21 Jun 1997
British and Irish Lions,won,25,16,+9,9,8,South Africa,Cape Town,21 Jun 1997
South Africa,lost,16,25,-9,8,9,Lions,Cape Town,21 Jun 1997
Fiji,won,53,7,+46,33,0,Cook Islands,Raratonga,27 Jun 1997
Cook Islands,lost,7,53,-46,0,33,Fiji,Raratonga,27 Jun 1997
New Zealand,won,62,10,+52,29,3,Argentina,Hamilton,28 Jun 1997
Argentina,lost,10,62,-52,3,29,New Zealand,Hamilton,28 Jun 1997
Australia,won,26,19,+7,20,13,France,Brisbane,28 Jun 1997
France,lost,19,26,-7,13,20,Australia,Brisbane,28 Jun 1997
Zimbabwe,lost,27,41,-14,12,26,Italy A,Bulawayo,28 Jun 1997
British and Irish Lions,won,18,15,+3,6,5,South Africa,Durban,28 Jun 1997
South Africa,lost,15,18,-3,5,6,Lions,Durban,28 Jun 1997
Canada,won,22,11,+11,8,8,USA,San Francisco,28 Jun 1997
United States of America,lost,11,22,-11,8,8,Canada,San Francisco,28 Jun 1997
Samoa,won,62,13,+49,-,-,Tonga,Apia,28 Jun 1997
Tonga,lost,13,62,-49,-,-,Samoa,Apia,28 Jun 1997
Hong Kong,won,41,23,+18,10,8,Japan,Tokyo,29 Jun 1997
Japan,lost,23,41,-18,8,10,Hong Kong,Tokyo,29 Jun 1997
Tonga,won,68,12,+56,21,12,Cook Islands,Nuku A\'lofa,5 Jul 1997
Cook Islands,lost,12,68,-56,12,21,Tonga,Nuku A\'lofa,5 Jul 1997
New Zealand,won,30,13,+17,23,3,Australia,Christchurch,5 Jul 1997
Australia,lost,13,30,-17,3,23,New Zealand,Christchurch,5 Jul 1997
South Africa,won,35,16,+19,13,9,Lions,Johannesburg,5 Jul 1997
British and Irish Lions,lost,16,35,-19,9,13,South Africa,Johannesburg,5 Jul 1997
Wales,won,30,20,+10,18,13,USA,Wilmington,5 Jul 1997
United States of America,lost,20,30,-10,13,18,Wales,Wilmington,5 Jul 1997
Samoa,won,26,17,+9,10,17,Fiji,Apia,5 Jul 1997
Fiji,lost,17,26,-9,17,10,Samoa,Apia,5 Jul 1997
Australia,won,25,6,+19,8,3,England,Sydney,12 Jul 1997
England,lost,6,25,-19,3,8,Australia,Sydney,12 Jul 1997
Wales,won,28,23,+5,13,6,USA,San Francisco,12 Jul 1997
United States of America,lost,23,28,-5,6,13,Wales,San Francisco,12 Jul 1997
Sri Lanka,won,24,10,+14,-,-,Malaysia,Bangkok,14 Jul 1997
Thailand,won,16,0,+16,-,-,Singapore,Bangkok,14 Jul 1997
Malaysia,lost,10,24,-14,-,-,Sri Lanka,Bangkok,14 Jul 1997
Singapore,lost,0,16,-16,-,-,Thailand,Bangkok,14 Jul 1997
Sri Lanka,won,17,15,+2,-,-,Singapore,Bangkok,16 Jul 1997
Thailand,won,39,20,+19,-,-,Malaysia,Bangkok,16 Jul 1997
Malaysia,lost,20,39,-19,-,-,Thailand,Bangkok,16 Jul 1997
Singapore,lost,15,17,-2,-,-,Sri Lanka,Bangkok,16 Jul 1997
Singapore,won,21,10,+11,-,-,Malaysia,Bangkok,18 Jul 1997
Sri Lanka,won,32,13,+19,-,-,Thailand,Bangkok,18 Jul 1997
Malaysia,lost,10,21,-11,-,-,Singapore,Bangkok,18 Jul 1997
Thailand,lost,13,32,-19,-,-,Sri Lanka,Bangkok,18 Jul 1997
New Zealand,won,35,32,+3,19,23,South Africa,Johannesburg,19 Jul 1997
South Africa,lost,32,35,-3,23,19,New Zealand,Johannesburg,19 Jul 1997
Wales,won,28,25,+3,15,11,Canada,Markham,19 Jul 1997
Canada,lost,25,28,-3,11,15,Wales,Markham,19 Jul 1997
New Zealand,won,33,18,+15,23,6,Australia,Melbourne,26 Jul 1997
Australia,lost,18,33,-15,6,23,New Zealand,Melbourne,26 Jul 1997
Australia,won,32,20,+12,26,10,South Africa,Brisbane,2 Aug 1997
South Africa,lost,20,32,-12,10,26,Australia,Brisbane,2 Aug 1997
New Zealand,won,55,35,+20,23,21,South Africa,Auckland,9 Aug 1997
South Africa,lost,35,55,-20,21,23,New Zealand,Auckland,9 Aug 1997
New Zealand,won,36,24,+12,36,0,Australia,Dunedin,16 Aug 1997
Australia,lost,24,36,-12,0,36,New Zealand,Dunedin,16 Aug 1997
Kenya,won,65,8,+57,-,-,Uganda,Nairobi,23 Aug 1997
Uganda,lost,8,65,-57,-,-,Kenya,Nairobi,23 Aug 1997
South Africa,won,61,22,+39,18,15,Australia,Pretoria,23 Aug 1997
Australia,lost,22,61,-39,15,18,South Africa,Pretoria,23 Aug 1997
Uruguay,won,32,17,+15,0,9,Chile,Montevideo,24 Aug 1997
Chile,lost,17,32,-15,9,0,Uruguay,Montevideo,24 Aug 1997
Wales,won,70,21,+49,39,6,Romania,Wrexham,30 Aug 1997
Romania,lost,21,70,-49,6,39,Wales,Wrexham,30 Aug 1997
Chile,won,58,16,+42,-,-,Paraguay,Santiago,30 Aug 1997
Paraguay,lost,16,58,-42,-,-,Chile,Santiago,30 Aug 1997
Kenya,won,37,18,+19,20,8,Arabian Gulf,Nairobi,6 Sep 1997
Arabian Gulf,lost,18,37,-19,8,20,Kenya,Nairobi,6 Sep 1997
Czechia,won,45,20,+25,18,7,Andorra,Prague,13 Sep 1997
Andorra,lost,20,45,-25,7,18,Czech Rep,Prague,13 Sep 1997
Argentina,won,78,0,+78,29,0,Paraguay,Corrientes,13 Sep 1997
Paraguay,lost,0,78,-78,0,29,Argentina,Corrientes,13 Sep 1997
Denmark,won,27,3,+24,-,-,Norway,Oslo,20 Sep 1997
Norway,lost,3,27,-24,-,-,Denmark,Oslo,20 Sep 1997
Tunisia,won,52,5,+47,21,5,Kenya,Tunis,20 Sep 1997
Kenya,lost,5,52,-47,5,21,Tunisia,Tunis,20 Sep 1997
Chile,won,35,6,+29,23,3,Trinidad & T,Port-of-Spain,20 Sep 1997
Uruguay,won,67,9,+58,18,6,Paraguay,Asuncion,20 Sep 1997
Paraguay,lost,9,67,-58,6,18,Uruguay,Asuncion,20 Sep 1997
Trinidad and Tobago,lost,6,35,-29,3,23,Chile,Port-of-Spain,20 Sep 1997
Croatia,won,62,5,+57,-,-,Bosnia & Her,Zenica,21 Sep 1997
Bosnia and Herzegovina,lost,5,62,-57,-,-,Croatia,Zenica,21 Sep 1997
Argentina,won,56,17,+39,29,3,Uruguay,Montevideo,27 Sep 1997
Uruguay,lost,17,56,-39,3,29,Argentina,Montevideo,27 Sep 1997
Russia,won,57,33,+24,-,-,Ukraine,Krasnoyarsk,28 Sep 1997
Ukraine,lost,33,57,-24,-,-,Russia,Krasnoyarsk,28 Sep 1997
Russia,won,70,26,+44,-,-,Poland,Krasnoyarsk,2 Oct 1997
Poland,lost,26,70,-44,-,-,Russia,Krasnoyarsk,2 Oct 1997
Germany,won,56,11,+45,20,6,Andorra,Andorra la Vella,4 Oct 1997
Romania,won,83,18,+65,41,10,Belgium,Brussels,4 Oct 1997
Andorra,lost,11,56,-45,6,20,Germany,Andorra la Vella,4 Oct 1997
Belgium,lost,18,83,-65,10,41,Romania,Brussels,4 Oct 1997
Argentina,won,50,10,+40,31,3,Chile,Mendoza,4 Oct 1997
Chile,lost,10,50,-40,3,31,Argentina,Mendoza,4 Oct 1997
Bermuda,won,52,6,+46,10,6,Trinidad & T,Hamilton,5 Oct 1997
Trinidad and Tobago,lost,6,52,-46,6,10,Bermuda,Hamilton,5 Oct 1997
Georgia,won,29,15,+14,19,3,Croatia,Tbilisi,12 Oct 1997
Croatia,lost,15,29,-14,3,19,Georgia,Tbilisi,12 Oct 1997
Luxembourg,won,39,6,+33,17,3,Bulgaria,Sofia,18 Oct 1997
Ukraine,won,48,5,+43,28,0,Belgium,Kiev,18 Oct 1997
Belgium,lost,5,48,-43,0,28,Ukraine,Kiev,18 Oct 1997
Bulgaria,lost,6,39,-33,3,17,Luxembourg,Sofia,18 Oct 1997
Argentina,won,45,18,+27,26,6,Romania,Auch,18 Oct 1997
Austria,won,22,7,+15,-,-,Slovenia,-,18 Oct 1997
France,won,30,19,+11,17,9,Italy,Auch,18 Oct 1997
Georgia,won,19,8,+11,11,8,Denmark,Copenhagen,18 Oct 1997
Germany,won,31,17,+14,20,7,Czech Rep,Hanover,18 Oct 1997
Czechia,lost,17,31,-14,7,20,Germany,Hanover,18 Oct 1997
Denmark,lost,8,19,-11,8,11,Georgia,Copenhagen,18 Oct 1997
Italy,lost,19,30,-11,9,17,France,Auch,18 Oct 1997
Romania,lost,18,45,-27,6,26,Argentina,Auch,18 Oct 1997
Slovenia,lost,7,22,-15,-,-,Austria,-,18 Oct 1997
Chile,won,65,8,+57,-,-,Bermuda,Santiago,18 Oct 1997
Bermuda,lost,8,65,-57,-,-,Chile,Santiago,18 Oct 1997
Croatia,won,23,16,+7,13,8,Russia,Makarska,19 Oct 1997
Russia,lost,16,23,-7,8,13,Croatia,Makarska,19 Oct 1997
France,won,39,3,+36,27,3,Romania,Lourdes,22 Oct 1997
Romania,lost,3,39,-36,3,27,France,Lourdes,22 Oct 1997
Argentina,draw,18,18,0,15,6,Italy,Lourdes,22 Oct 1997
Italy,draw,18,18,0,6,15,Argentina,Lourdes,22 Oct 1997
Lithuania,won,25,23,+2,-,-,Latvia,Vilnius,25 Oct 1997
Latvia,lost,23,25,-2,-,-,Lithuania,Vilnius,25 Oct 1997
France,won,32,27,+5,5,7,Argentina,Tarbes,26 Oct 1997
Italy,won,55,32,+23,23,18,Romania,Tarbes,26 Oct 1997
Netherlands,won,49,7,+42,32,0,Poland,Amsterdam,26 Oct 1997
Argentina,lost,27,32,-5,7,5,France,Tarbes,26 Oct 1997
Poland,lost,7,49,-42,0,32,Netherlands,Amsterdam,26 Oct 1997
Romania,lost,32,55,-23,18,23,Italy,Tarbes,26 Oct 1997
Singapore,won,33,3,+30,13,0,China,Singapore,1 Nov 1997
China,lost,3,33,-30,0,13,Singapore,Singapore,1 Nov 1997
Netherlands,won,35,13,+22,25,5,Ukraine,Amsterdam,1 Nov 1997
Denmark,lost,3,102,-99,3,38,Italy A,Brescia,1 Nov 1997
Ukraine,lost,13,35,-22,5,25,Netherlands,Amsterdam,1 Nov 1997
Australia,won,23,15,+8,11,6,Argentina,Buenos Aires,1 Nov 1997
Argentina,lost,15,23,-8,6,11,Australia,Buenos Aires,1 Nov 1997
South Africa,won,62,31,+31,22,20,Italy,Bologna,8 Nov 1997
Spain,won,62,3,+59,29,0,Andorra,Andorra la Vella,8 Nov 1997
Switzerland,won,29,13,+16,17,6,Serbia & Mon,Nyon,8 Nov 1997
Andorra,lost,3,62,-59,0,29,Spain,Andorra la Vella,8 Nov 1997
Italy,lost,31,62,-31,20,22,South Africa,Bologna,8 Nov 1997
Serbia and Montenegro,lost,13,29,-16,6,17,Switzerland,Nyon,8 Nov 1997
Argentina,won,18,16,+2,15,13,Australia,Buenos Aires,8 Nov 1997
Australia,lost,16,18,-2,13,15,Argentina,Buenos Aires,8 Nov 1997
Bosnia and Herzegovina,won,38,6,+32,-,-,Monaco,Monte Carlo,15 Nov 1997
Monaco,lost,6,38,-32,-,-,Bosnia & Her,Monte Carlo,15 Nov 1997
Australia,draw,15,15,0,5,9,England,Twickenham,15 Nov 1997
England,draw,15,15,0,9,5,Australia,Twickenham,15 Nov 1997
New Zealand,won,63,15,+48,27,15,Ireland,Lansdowne Road,15 Nov 1997
South Africa,won,36,32,+4,19,9,France,Lyon,15 Nov 1997
France,lost,32,36,-4,9,19,South Africa,Lyon,15 Nov 1997
Ireland,lost,15,63,-48,15,27,New Zealand,Lansdowne Road,15 Nov 1997
Wales,won,46,12,+34,23,0,Tonga,Swansea,16 Nov 1997
Tonga,lost,12,46,-34,0,23,Wales,Swansea,16 Nov 1997
New Zealand,won,25,8,+17,15,3,England,Manchester,22 Nov 1997
England,lost,8,25,-17,3,15,New Zealand,Manchester,22 Nov 1997
Australia,won,37,8,+29,8,8,Scotland,Murrayfield,22 Nov 1997
Scotland,lost,8,37,-29,8,8,Australia,Murrayfield,22 Nov 1997
South Africa,won,52,10,+42,28,3,France,Parc des Princes,22 Nov 1997
France,lost,10,52,-42,3,28,South Africa,Parc des Princes,22 Nov 1997
Sri Lanka,won,37,15,+22,-,-,Malaysia,Kuala Lumpur,29 Nov 1997
Malaysia,lost,15,37,-22,-,-,Sri Lanka,Kuala Lumpur,29 Nov 1997
South Africa,won,29,11,+18,7,11,England,Twickenham,29 Nov 1997
England,lost,11,29,-18,11,7,South Africa,Twickenham,29 Nov 1997
New Zealand,won,42,7,+35,25,0,Wales,Wembley,29 Nov 1997
Wales,lost,7,42,-35,0,25,New Zealand,Wembley,29 Nov 1997
Spain,won,39,8,+31,15,5,Czech Rep,Santander,30 Nov 1997
Czechia,lost,8,39,-31,5,15,Spain,Santander,30 Nov 1997
Ireland,won,33,11,+22,15,6,Canada,Lansdowne Road,30 Nov 1997
Canada,lost,11,33,-22,6,15,Ireland,Lansdowne Road,30 Nov 1997
England,draw,26,26,0,23,9,New Zealand,Twickenham,6 Dec 1997
New Zealand,draw,26,26,0,9,23,England,Twickenham,6 Dec 1997
South Africa,won,68,10,+58,14,3,Scotland,Murrayfield,6 Dec 1997
Scotland,lost,10,68,-58,3,14,South Africa,Murrayfield,6 Dec 1997
Guyana,won,45,0,+45,-,-,St Lucia,-,13 Dec 1997
Martinique,won,32,10,+22,-,-,Barbados,-,13 Dec 1997
Barbados,lost,10,32,-22,-,-,Martinique,-,13 Dec 1997
St Lucia,lost,0,45,-45,-,-,Guyana,-,13 Dec 1997
Trinidad and Tobago,won,31,14,+17,-,-,Cayman Is,-,13 Dec 1997
Cayman Islands,lost,14,31,-17,-,-,Trinidad & T,-,13 Dec 1997
Chinese Taipei,won,51,13,+38,17,10,Malaysia,Taipei,20 Dec 1997
Malaysia,lost,13,51,-38,10,17,C Taipai,Taipei,20 Dec 1997
Italy,won,37,22,+15,9,9,Ireland,Bologna,20 Dec 1997
Ireland,lost,22,37,-15,9,9,Italy,Bologna,20 Dec 1997
Bosnia and Herzegovina,won,22,16,+6,-,-,Monaco,-,-
Trinidad and Tobago,won,26,23,+3,-,-,Venezuela,-,-
Trinidad and Tobago,won,29,19,+10,-,-,Venezuela,-,-
Monaco,lost,16,22,-6,-,-,Bosnia & Her,-,-
Venezuela,lost,23,26,-3,-,-,Trinidad & T,-,-
Venezuela,lost,19,29,-10,-,-,Trinidad & T,-,-
Chinese Taipei,won,31,27,+4,-,-,Sri Lanka,Bangkok,17 Jan 1998
Sri Lanka,lost,27,31,-4,-,-,C Taipai,Bangkok,17 Jan 1998
Namibia,won,36,19,+17,20,12,Portugal,Lisbon,23 Jan 1998
Portugal,lost,19,36,-17,12,20,Namibia,Lisbon,23 Jan 1998
Italy,won,25,21,+4,9,18,Scotland,Treviso,24 Jan 1998
Scotland,lost,21,25,-4,18,9,Italy,Treviso,24 Jan 1998
France,won,24,17,+7,15,3,England,Stade de France,7 Feb 1998
England,lost,17,24,-7,3,15,France,Stade de France,7 Feb 1998
Scotland,won,17,16,+1,11,10,Ireland,Lansdowne Road,7 Feb 1998
Wales,won,23,20,+3,9,3,Italy,Llanelli,7 Feb 1998
Ireland,lost,16,17,-1,10,11,Scotland,Lansdowne Road,7 Feb 1998
Italy,lost,20,23,-3,3,9,Wales,Llanelli,7 Feb 1998
